input_image,bone_mask_image,TP,TN,FP,FN,recall,precision,FPR,FNR,PWC,Jaccard,Dice
dataset\inputs\input00623.dcm,dataset\bone_masks\mask00623.dcm,8846,252341,449,508,0.9456916827025871,0.9516944593867671,0.0017761778551366747,0.054308317297412874,0.3650665283203125,0.9023768234214016,0.9486835755268379
dataset\inputs\input00624.dcm,dataset\bone_masks\mask00624.dcm,8886,252245,515,498,0.94693094629156,0.9452185937666205,0.0020375059344833043,0.053069053708439895,0.3864288330078125,0.8976664309526216,0.9460739952089433
dataset\inputs\input00625.dcm,dataset\bone_masks\mask00625.dcm,9001,252155,368,620,0.9355576343415445,0.9607215284448714,0.0014572929990535515,0.06444236565845546,0.37689208984375,0.9010912003203524,0.9479726171669299
dataset\inputs\input00626.dcm,dataset\bone_masks\mask00626.dcm,9173,252020,413,538,0.9445989084543301,0.9569163363238056,0.0016360776919024057,0.055401091545669856,0.3627777099609375,0.9060647965231134,0.9507177281442711
dataset\inputs\input00627.dcm,dataset\bone_masks\mask00627.dcm,9220,251809,536,579,0.9409123379936728,0.9450594505945059,0.002124076165566982,0.059087662006327174,0.4253387451171875,0.892114175133043,0.9429813346970084
dataset\inputs\input00628.dcm,dataset\bone_masks\mask00628.dcm,3953,257747,72,372,0.9139884393063584,0.9821118012422361,0.00027926568639239155,0.08601156069364162,0.16937255859375,0.8990220604957924,0.9468263473053892
dataset\inputs\input00629.dcm,dataset\bone_masks\mask00629.dcm,9651,251772,354,367,0.9633659413056498,0.9646176911544228,0.0014040598748244926,0.03663405869435017,0.2750396728515625,0.9304859236405707,0.9639914098786395
dataset\inputs\input00630.dcm,dataset\bone_masks\mask00630.dcm,9809,251533,398,404,0.960442573191031,0.961007151954541,0.001579797643005426,0.03955742680896896,0.305938720703125,0.9244180567335785,0.9607247796278159
dataset\inputs\input00631.dcm,dataset\bone_masks\mask00631.dcm,9942,251461,355,386,0.9626258714175058,0.9655239390113626,0.0014097595069415764,0.03737412858249419,0.2826690673828125,0.9306374613872507,0.9640727272727273
dataset\inputs\input00632.dcm,dataset\bone_masks\mask00632.dcm,10036,251310,379,419,0.9599234815877571,0.9636101776284205,0.0015058266352522358,0.04007651841224295,0.304412841796875,0.9263429942772752,0.9617632965979875
dataset\inputs\input00633.dcm,dataset\bone_masks\mask00633.dcm,10015,251299,426,404,0.9612246856704099,0.9591993104108801,0.001692322971496673,0.03877531432959017,0.316619873046875,0.9234670355002303,0.9602109300095877
dataset\inputs\input00634.dcm,dataset\bone_masks\mask00634.dcm,9888,251372,420,464,0.955177743431221,0.959254947613504,0.001668043464446845,0.04482225656877898,0.33721923828125,0.9179353880430747,0.9572120038722168
dataset\inputs\input00635.dcm,dataset\bone_masks\mask00635.dcm,9703,251578,406,457,0.9550196850393701,0.9598377683252547,0.001611213410375262,0.04498031496062992,0.3292083740234375,0.9183229225818664,0.957422665153683
dataset\inputs\input00636.dcm,dataset\bone_masks\mask00636.dcm,9555,251729,458,402,0.9596263934920156,0.9542594626984919,0.0018161126465678246,0.040373606507984335,0.32806396484375,0.9174267882861257,0.956935403104657
dataset\inputs\input00637.dcm,dataset\bone_masks\mask00637.dcm,9687,251115,546,796,0.9240675379185348,0.9466432131339783,0.002169585275430043,0.07593246208146523,0.511932373046875,0.8783207906428505,0.9352191542768874
dataset\inputs\input00638.dcm,dataset\bone_masks\mask00638.dcm,4164,257317,59,604,0.8733221476510067,0.9860288894151077,0.00022923660325749098,0.1266778523489933,0.2529144287109375,0.8626476072094469,0.9262595929262596
dataset\inputs\input00639.dcm,dataset\bone_masks\mask00639.dcm,4829,256959,193,163,0.9673477564102564,0.9615690959776981,0.0007505288700846192,0.03265224358974359,0.13580322265625,0.9313404050144648,0.9644497703215499
dataset\inputs\input00640.dcm,dataset\bone_masks\mask00640.dcm,3720,258076,112,236,0.9403437815975733,0.9707724425887265,0.0004337924303220909,0.05965621840242669,0.13275146484375,0.9144542772861355,0.9553158705701078
dataset\inputs\input00641.dcm,dataset\bone_masks\mask00641.dcm,1811,259927,58,348,0.8388142658638258,0.9689673622257892,0.0002230897936419409,0.16118573413617415,0.154876708984375,0.8168696436626071,0.8992055610724925
dataset\inputs\input00642.dcm,dataset\bone_masks\mask00642.dcm,1531,260298,118,197,0.8859953703703703,0.9284414796846574,0.00045312115999016956,0.11400462962962964,0.1201629638671875,0.8293607800650055,0.9067219425525614
dataset\inputs\input00643.dcm,dataset\bone_masks\mask00643.dcm,1600,260298,142,104,0.9389671361502347,0.9184845005740528,0.0005452311472892029,0.06103286384976526,0.093841552734375,0.8667388949079089,0.9286128845037724
dataset\inputs\input00644.dcm,dataset\bone_masks\mask00644.dcm,3088,258721,91,244,0.9267707082833133,0.9713746461151306,0.0003516065715654606,0.07322929171668667,0.1277923583984375,0.9021326321939819,0.94854861004454
dataset\inputs\input00645.dcm,dataset\bone_masks\mask00645.dcm,1918,260055,68,103,0.9490351311232064,0.9657603222557906,0.0002614147922329052,0.05096486887679367,0.0652313232421875,0.9181426519865964,0.957324681806838
dataset\inputs\input00646.dcm,dataset\bone_masks\mask00646.dcm,2369,259532,152,91,0.9630081300813008,0.9397064656882189,0.0005853267817809338,0.03699186991869919,0.0926971435546875,0.906967840735069,0.9512146155390484
dataset\inputs\input00647.dcm,dataset\bone_masks\mask00647.dcm,3753,258103,188,100,0.974046197767973,0.95229637147932,0.0007278612108048674,0.025953802232026993,0.10986328125,0.9287305122494433,0.9630484988452656
dataset\inputs\input00648.dcm,dataset\bone_masks\mask00648.dcm,3819,258125,113,87,0.977726574500768,0.9712614445574771,0.00043758083628280887,0.02227342549923195,0.0762939453125,0.9502363772082607,0.974483286552692
dataset\inputs\input00649.dcm,dataset\bone_masks\mask00649.dcm,3441,258326,72,305,0.9185798184730379,0.9795046968403074,0.00027863992755361883,0.0814201815269621,0.1438140869140625,0.9012572027239393,0.9480644716903155
dataset\inputs\input00650.dcm,dataset\bone_masks\mask00650.dcm,3341,258484,124,195,0.9448529411764706,0.9642135642135642,0.0004794901936521685,0.05514705882352941,0.1216888427734375,0.9128415300546446,0.9544350807027567
dataset\inputs\input00651.dcm,dataset\bone_masks\mask00651.dcm,3377,258419,131,217,0.939621591541458,0.9626567844925884,0.0005066718236317926,0.06037840845854201,0.13275146484375,0.9065771812080539,0.9509997183891862
dataset\inputs\input00652.dcm,dataset\bone_masks\mask00652.dcm,3332,258383,143,286,0.9209508015478165,0.9588489208633093,0.0005531358548076402,0.07904919845218353,0.1636505126953125,0.885934591863866,0.9395178344847033
dataset\inputs\input00653.dcm,dataset\bone_masks\mask00653.dcm,3503,258262,199,180,0.9511267988053217,0.9462452728254998,0.0007699420802364767,0.04887320119467825,0.1445770263671875,0.9023699124162802,0.9486797562626946
dataset\inputs\input00654.dcm,dataset\bone_masks\mask00654.dcm,3556,258206,129,253,0.933578367025466,0.9649932157394844,0.0004993516170863414,0.066421632974534,0.145721435546875,0.9029964448958863,0.9490258873765679
dataset\inputs\input00655.dcm,dataset\bone_masks\mask00655.dcm,3210,258497,177,260,0.9250720461095101,0.9477413640389726,0.0006842589514214803,0.07492795389048991,0.1667022705078125,0.8801754867013984,0.9362695056147003
dataset\inputs\input00656.dcm,dataset\bone_masks\mask00656.dcm,3654,258117,126,247,0.9366829018200461,0.9666666666666667,0.0004879125474843461,0.06331709817995386,0.1422882080078125,0.9073752172833375,0.9514386147637026
dataset\inputs\input00657.dcm,dataset\bone_masks\mask00657.dcm,3828,257974,180,162,0.9593984962406015,0.9550898203592815,0.000697258225710235,0.0406015037593985,0.130462646484375,0.9179856115107915,0.9572393098274569
dataset\inputs\input00658.dcm,dataset\bone_masks\mask00658.dcm,3841,257911,197,195,0.9516848364717542,0.9512134720158494,0.0007632463929827824,0.04831516352824579,0.1495361328125,0.9073942830144104,0.9514490958632648
dataset\inputs\input00659.dcm,dataset\bone_masks\mask00659.dcm,4043,257791,193,117,0.971875,0.954438149197356,0.0007481084098238651,0.028125,0.118255615234375,0.9287847461520791,0.9630776560266794
dataset\inputs\input00660.dcm,dataset\bone_masks\mask00660.dcm,4131,257708,144,161,0.9624883504193849,0.9663157894736842,0.0005584598917208321,0.0375116495806151,0.1163482666015625,0.9312443642921552,0.964398272440761
dataset\inputs\input00661.dcm,dataset\bone_masks\mask00661.dcm,4277,257506,190,171,0.9615557553956835,0.95746586075666,0.0007373028684962126,0.038444244604316544,0.1377105712890625,0.9221647261750754,0.9595064498037016
dataset\inputs\input00662.dcm,dataset\bone_masks\mask00662.dcm,4287,257572,161,124,0.9718884606665156,0.9638039568345323,0.0006246774763029958,0.02811153933348447,0.1087188720703125,0.9376640419947505,0.9678293261090416
dataset\inputs\input00663.dcm,dataset\bone_masks\mask00663.dcm,4245,257596,208,95,0.978110599078341,0.9532899169099484,0.0008068144792167693,0.021889400921658985,0.1155853271484375,0.933377308707124,0.9655407710678949
dataset\inputs\input00664.dcm,dataset\bone_masks\mask00664.dcm,4123,257736,169,116,0.9726350554376032,0.9606244175209693,0.0006552800449778019,0.02736494456239679,0.1087188720703125,0.9353448275862071,0.9665924276169265
dataset\inputs\input00665.dcm,dataset\bone_masks\mask00665.dcm,3214,258632,167,131,0.9608370702541106,0.950606329488317,0.0006452884284715165,0.039162929745889384,0.113677978515625,0.9151480637813211,0.9556943205471305
dataset\inputs\input00666.dcm,dataset\bone_masks\mask00666.dcm,3463,258215,226,240,0.9351876856602754,0.9387367850365953,0.0008744742513765231,0.06481231433972455,0.177764892578125,0.881394756935607,0.9369588744588745
dataset\inputs\input00667.dcm,dataset\bone_masks\mask00667.dcm,2742,259168,131,103,0.9637961335676626,0.954403063000348,0.000505208273074713,0.03620386643233743,0.089263916015625,0.9213709677419356,0.9590766002098636
dataset\inputs\input00668.dcm,dataset\bone_masks\mask00668.dcm,2490,259355,166,133,0.9492947007243614,0.9375,0.0006396399520655361,0.050705299275638584,0.1140594482421875,0.8927931158121191,0.9433604849403296
dataset\inputs\input00669.dcm,dataset\bone_masks\mask00669.dcm,2323,259563,129,129,0.947389885807504,0.947389885807504,0.0004967422947183587,0.05261011419249592,0.098419189453125,0.9000387446726075,0.947389885807504
dataset\inputs\input00670.dcm,dataset\bone_masks\mask00670.dcm,2404,259480,153,107,0.9573874950219037,0.9401642549863121,0.0005892933486883409,0.04261250497809638,0.09918212890625,0.9024024024024023,0.9486977111286503
dataset\inputs\input00671.dcm,dataset\bone_masks\mask00671.dcm,2768,259108,157,111,0.9614449461618617,0.9463247863247863,0.0006055580197867047,0.038555053838138245,0.10223388671875,0.9117259552042161,0.9538249483115093
dataset\inputs\input00672.dcm,dataset\bone_masks\mask00672.dcm,3421,258379,217,127,0.9642051860202931,0.940351841671248,0.0008391467772123312,0.03579481397970688,0.1312255859375,0.9086321381142098,0.9521291399944336
dataset\inputs\input00673.dcm,dataset\bone_masks\mask00673.dcm,4046,257737,229,132,0.9684059358544759,0.9464327485380117,0.0008877138847755131,0.031594064145524174,0.1377105712890625,0.9180848649875198,0.9572932686620135
dataset\inputs\input00674.dcm,dataset\bone_masks\mask00674.dcm,4380,257330,259,175,0.9615806805708014,0.9441690019400732,0.0010054777183808314,0.038419319429198684,0.165557861328125,0.909846281678438,0.9527953012834457
dataset\inputs\input00675.dcm,dataset\bone_masks\mask00675.dcm,4664,257069,271,140,0.9708576186511241,0.9450861195542046,0.0010530815263853268,0.029142381348875937,0.1567840576171875,0.9190147783251233,0.9577985419447582
dataset\inputs\input00676.dcm,dataset\bone_masks\mask00676.dcm,4748,257034,238,124,0.9745484400656814,0.9522663457681508,0.000925090954320719,0.025451559934318555,0.138092041015625,0.9291585127201566,0.9632785554879286
dataset\inputs\input00677.dcm,dataset\bone_masks\mask00677.dcm,3485,258076,201,382,0.9012154124644427,0.9454693434617472,0.0007782342213979564,0.09878458753555729,0.2223968505859375,0.8566863323500492,0.9228121276314047
dataset\inputs\input00678.dcm,dataset\bone_masks\mask00678.dcm,4748,256888,352,156,0.968189233278956,0.9309803921568628,0.0013683719483750583,0.03181076672104405,0.19378662109375,0.9033485540334857,0.9492203118752499
dataset\inputs\input00679.dcm,dataset\bone_masks\mask00679.dcm,4728,256832,346,238,0.9520741039065647,0.9318092234923138,0.0013453716880915164,0.04792589609343536,0.2227783203125,0.8900602409638553,0.9418326693227091
dataset\inputs\input00680.dcm,dataset\bone_masks\mask00680.dcm,4787,256781,378,198,0.9602808425275827,0.9268151016456921,0.0014699077224596456,0.03971915747241725,0.2197265625,0.8925974268133506,0.9432512315270936
dataset\inputs\input00681.dcm,dataset\bone_masks\mask00681.dcm,4953,256714,326,151,0.9704153605015674,0.9382458799014965,0.0012682850918145036,0.029584639498432604,0.1819610595703125,0.9121546961325966,0.9540595203698353
dataset\inputs\input00682.dcm,dataset\bone_masks\mask00682.dcm,4995,256566,429,154,0.9700912798601671,0.9209070796460177,0.0016692931769100566,0.02990872013983298,0.2223968505859375,0.8954822517031192,0.9448595479050411
dataset\inputs\input00683.dcm,dataset\bone_masks\mask00683.dcm,5034,256505,423,182,0.9651073619631901,0.9224848818031886,0.0016463756383111221,0.034892638036809816,0.2307891845703125,0.8927114736655436,0.9433149067741029
dataset\inputs\input00684.dcm,dataset\bone_masks\mask00684.dcm,5017,256461,513,153,0.9704061895551257,0.9072332730560578,0.001996310910831446,0.029593810444874274,0.254058837890625,0.8828083758578216,0.9377570093457944
dataset\inputs\input00685.dcm,dataset\bone_masks\mask00685.dcm,4912,256719,308,205,0.959937463357436,0.9409961685823754,0.0011983176864687368,0.040062536642564005,0.1956939697265625,0.9054377880184331,0.9503724484860211
dataset\inputs\input00686.dcm,dataset\bone_masks\mask00686.dcm,4897,256720,323,204,0.9600078415996863,0.9381226053639847,0.0012565990904245593,0.039992158400313664,0.2010345458984375,0.9028392330383481,0.9489390562929949
dataset\inputs\input00687.dcm,dataset\bone_masks\mask00687.dcm,4954,256777,202,211,0.9591481122942885,0.9608223429014741,0.0007860564481922647,0.04085188770571152,0.1575469970703125,0.9230482578721817,0.959984497626199
dataset\inputs\input00688.dcm,dataset\bone_masks\mask00688.dcm,3548,258109,205,282,0.9263707571801567,0.9453770317079669,0.0007936077796789953,0.07362924281984334,0.1857757568359375,0.8793060718711276,0.9357773968086509
dataset\inputs\input00689.dcm,dataset\bone_masks\mask00689.dcm,4609,257155,205,175,0.9634197324414716,0.957415870378064,0.0007965495803543674,0.03658026755852843,0.14495849609375,0.9238324313489676,0.9604084184205043
dataset\inputs\input00690.dcm,dataset\bone_masks\mask00690.dcm,3950,257737,230,227,0.9456547761551353,0.9449760765550239,0.0008915869084030127,0.05434522384486474,0.1743316650390625,0.8963013387792148,0.9453153045351202
dataset\inputs\input00691.dcm,dataset\bone_masks\mask00691.dcm,3866,257823,283,172,0.9574046557701833,0.9317907929621596,0.0010964487458641023,0.04259534422981674,0.1735687255859375,0.8947003008562833,0.9444240869671431
dataset\inputs\input00692.dcm,dataset\bone_masks\mask00692.dcm,3908,257729,249,258,0.9380700912145943,0.9401010343998075,0.0009651985828248921,0.06192990878540566,0.1934051513671875,0.8851642129105322,0.9390844647362729
dataset\inputs\input00693.dcm,dataset\bone_masks\mask00693.dcm,4272,257405,259,208,0.9535714285714286,0.9428382255572721,0.001005185047193244,0.04642857142857143,0.1781463623046875,0.9014560033762395,0.9481744534457884
dataset\inputs\input00694.dcm,dataset\bone_masks\mask00694.dcm,4758,256965,148,273,0.9457364341085271,0.9698328577252344,0.0005756223917110375,0.05426356589147287,0.1605987548828125,0.9187101757095966,0.9576330884572809
dataset\inputs\input00695.dcm,dataset\bone_masks\mask00695.dcm,5567,256148,157,272,0.9534166809385168,0.9725716282320056,0.0006125514523711984,0.04658331906148313,0.1636505126953125,0.9284523015343561,0.962898901669117
dataset\inputs\input00696.dcm,dataset\bone_masks\mask00696.dcm,6185,255566,98,295,0.9544753086419753,0.9844023555626293,0.00038331560172726704,0.04552469135802469,0.1499176025390625,0.9402553967771359,0.96920786648907
dataset\inputs\input00697.dcm,dataset\bone_masks\mask00697.dcm,6309,255497,92,246,0.9624713958810068,0.9856272457428527,0.0003599528931213785,0.037528604118993135,0.128936767578125,0.9491499924778095,0.9739117011423278
dataset\inputs\input00698.dcm,dataset\bone_masks\mask00698.dcm,6151,255545,146,302,0.9532000619866728,0.97681435604256,0.0005710017169161214,0.04679993801332714,0.1708984375,0.9321109258978635,0.9648627450980393
dataset\inputs\input00699.dcm,dataset\bone_masks\mask00699.dcm,3510,258097,192,345,0.9105058365758755,0.9481361426256077,0.0007433533754825022,0.08949416342412451,0.2048492431640625,0.8673091178650852,0.9289400555776102
dataset\inputs\input00700.dcm,dataset\bone_masks\mask00700.dcm,6025,255668,170,281,0.9554392641928322,0.9725585149313963,0.000664482993144099,0.044560735807167774,0.1720428466796875,0.9303582458307598,0.9639228861691065
dataset\inputs\input00701.dcm,dataset\bone_masks\mask00701.dcm,5650,255917,209,368,0.9388501163177135,0.9643283836832224,0.0008160046227247527,0.06114988368228647,0.2201080322265625,0.9073390075477759,0.9514187084280542
dataset\inputs\input00702.dcm,dataset\bone_masks\mask00702.dcm,5385,256203,250,306,0.9462308908803374,0.9556344276841171,0.0009748374945896519,0.05376910911966262,0.21209716796875,0.9064130617741121,0.9509094119724527
dataset\inputs\input00703.dcm,dataset\bone_masks\mask00703.dcm,5211,256341,244,348,0.9373988127361036,0.9552703941338222,0.0009509519262622522,0.06260118726389638,0.225830078125,0.8979838014819922,0.9462502269838388
dataset\inputs\input00704.dcm,dataset\bone_masks\mask00704.dcm,5274,256270,332,268,0.9516420064958498,0.9407777381377096,0.0012938324720773806,0.048357993504150126,0.2288818359375,0.8978549540347295,0.946178686759957
dataset\inputs\input00705.dcm,dataset\bone_masks\mask00705.dcm,5341,256129,475,199,0.9640794223826715,0.9183287482806052,0.0018511013078517872,0.03592057761732852,0.257110595703125,0.8879467996674979,0.9406481155336386
dataset\inputs\input00706.dcm,dataset\bone_masks\mask00706.dcm,5505,255803,620,216,0.9622443628736235,0.8987755102040816,0.0024178798313723806,0.03775563712637651,0.31890869140625,0.8681595962781896,0.9294276549046091
dataset\inputs\input00707.dcm,dataset\bone_masks\mask00707.dcm,5639,255867,435,203,0.9652516261554263,0.9283832729667435,0.0016972165648336728,0.03474837384457378,0.243377685546875,0.8983590887366577,0.9464585431352803
